match_id,tiratore,distanza,angolo,difensori_cono,portiere_cono,distanza_min_difensore,body_part,shot_type,goal
3844386,Kosovare Asllani,18.458873205046945,22.96415335722638,3,1,0.425473449595341,Left Foot,Open Play,0
3844386,Fridolina Rolfö,16.01780259586189,14.183531625439576,0,1,1.3315851400814525,Left Foot,Open Play,0
3844386,Davina Philtjens,12.912397143830418,34.1906374080624,1,1,1.8664551939390965,Head,Open Play,0
3844386,Ingrid Filippa Angeldal,33.903687115120675,12.38035700802876,1,0,5.857162006690884,Right Foot,Open Play,0
3844386,Ingrid Filippa Angeldal,19.147062437878034,18.894056248861965,1,1,1.0104263708741688,Right Foot,Open Play,0
3844386,Ingrid Filippa Angeldal,25.42616762313975,14.239408533583838,1,1,5.239948013315966,Right Foot,Open Play,0
3844386,Gun Nathalie Björn,13.648809471891678,24.720922230751984,1,1,2.0463762445039944,Right Foot,Open Play,0
3844386,Magdalena Lilly Eriksson,9.992497185388649,42.783091352325044,2,0,0.9899787311069065,Head,Open Play,0
3844386,Kosovare Asllani,9.936297097007518,24.89886756503852,1,0,1.618685356667557,Head,Open Play,0
3844386,Emma Stina Blackstenius,3.687817782917149,94.76364169072627,0,1,1.4163909071015635,Head,Open Play,0
3844386,Linda Brigitta Sembrant,10.754068997360953,18.633084092174006,3,1,0.6090884208678423,Left Foot,Open Play,0
3844386,Gun Nathalie Björn,12.656223765404908,32.08746675074081,2,1,3.1972211516175344,Right Foot,Open Play,0
3844386,Kosovare Asllani,17.69180601295413,19.298638867521596,1,1,0.31628677911856357,Left Foot,Open Play,0
3844386,Linda Brigitta Sembrant,10.346980235798268,36.750918125493214,1,0,0.6186602278522619,Head,Open Play,0
3844386,Elena Dhont,28.104448046528148,10.598285863368972,0,1,4.16334135288621,Right Foot,Open Play,0
3844386,Fridolina Rolfö,25.244603383693715,12.839138405113198,1,1,3.8521782312890673,Left Foot,Open Play,0
3844386,Magdalena Lilly Eriksson,6.303173803727766,64.78738041175926,1,0,1.092102684169805,Head,Open Play,0
3844386,Kosovare Asllani,24.891765706755315,13.274376412048378,1,1,1.8600523147736239,Right Foot,Open Play,0
3844386,Gun Nathalie Björn,11.038568747804218,24.75110782574111,0,1,6.739272307306985,Left Foot,Open Play,0
3844386,Linda Brigitta Sembrant,5.232590180780453,73.16105794093063,1,1,2.250443309461046,Right Foot,Open Play,1
3835327,Georgia Stanway,12.0,36.86989764584404,0,1,7.9220347348086335,Right Foot,Penalty,1
3835327,Ada Stolsmo Hegerberg,29.710772457140862,15.330101499164517,1,1,2.949258644606778,Left Foot,Open Play,0
3835327,Lauren Hemp,2.69072480941474,118.7007049563376,0,0,2.735938208108758,Right Foot,Open Play,1
3835327,Caroline Graham Hansen,13.974262055650735,31.624616958461274,3,1,1.236950164071351,Head,Open Play,0
3835327,Karina Sævik,12.637246535539303,28.369663691389714,1,1,6.760412062327746,Right Foot,Open Play,0
3835327,Ellen White,10.088111815399348,41.84183711310485,0,1,1.1607789903090298,Left Foot,Open Play,0
3835327,Ellen White,15.487091398968365,28.66960598808327,0,1,3.5598236472895937,Right Foot,Open Play,1
3835327,Bethany Mead,18.681541692269406,15.316248150461044,0,1,5.611600171061044,Right Foot,Open Play,0
3835327,Ellen White,9.660745312862776,41.98844052566956,0,1,1.0265106854122656,Right Foot,Open Play,0
3835327,Ellen White,9.104943712072025,47.418355966394586,2,1,0.6579134963901138,Head,Open Play,0
3835327,Bethany Mead,6.888396039717806,59.96671956400489,1,1,2.249574814163291,Head,Open Play,1
3835327,Bethany Mead,9.662815324738434,44.78816601468703,1,1,3.3794769731329755,Left Foot,Open Play,1
3835327,Ellen White,3.905124837953327,92.1475854282985,0,0,3.073441939774982,Left Foot,Open Play,1
3835327,Bethany Mead,11.186599125739688,28.7999102054168,3,1,1.8147453089074381,Right Foot,Open Play,0
3835327,Ellen White,7.500666637039671,56.138388736558674,0,1,1.174230304035268,Head,Open Play,0
3835327,Georgia Stanway,26.850884529191962,16.6775438304677,1,1,6.705378162627527,Right Foot,Open Play,0
3835327,Alessia Russo,8.168843247363728,44.81303727746096,1,1,1.6159490762681317,Head,Open Play,1
3835327,Ella Toone,10.358571330062846,42.06685724862789,0,1,0.7807999455301284,Head,Open Play,0
3835327,Ella Toone,22.10022624318583,20.51802317070997,1,1,6.701504713509107,Right Foot,Open Play,0
3835327,Alessia Russo,14.005713120009277,31.867961550793186,0,1,2.0739843680637504,Right Foot,Open Play,0
3835327,Alex Greenwood,23.2606964642076,15.741687152451558,2,1,3.427902405374724,Left Foot,Open Play,0
3835327,Lucy Bronze,25.797868128975313,14.633872261986085,1,1,6.4996247436777255,Right Foot,Open Play,0
3835327,Keira Walsh,22.046541678911915,20.01246212378524,3,1,1.4015431830683138,Right Foot,Open Play,0
3835327,Bethany Mead,5.024937810560444,74.94943263839491,0,0,3.779237071937237,Left Foot,Open Play,1
3835327,Ella Toone,9.5603347221737,44.307869889015016,1,0,4.048932894888307,Left Foot,Open Play,0
3835327,Frida Maanum,30.623520372419623,14.87259752538042,0,0,2.7990970447603765,Right Foot,Open Play,0
3835327,Alex Greenwood,23.21249663435624,18.68379385343178,5,1,8.176055850031974,Left Foot,Free Kick,0
3835327,Jill Scott,13.179529581893284,26.666690821245183,0,1,2.767273421687117,Right Foot,Open Play,0
3835330,Klara Bühl,12.599206324209474,25.472693013872906,1,1,1.9191594970746964,Left Foot,Open Play,1
3835330,Lucía García Córdoba,12.34827923234651,16.951565584568986,0,0,5.056530716016496,Right Foot,Open Play,0
3835330,Patricia Guijarro Gutiérrez,26.700749053163285,17.039622378670213,0,1,4.315698354438796,Right Foot,Open Play,0
3835330,María Francesca Caldentey Oliver,23.160310878742543,18.84353843784543,2,1,0.9849392424513729,Right Foot,Open Play,0
